id,municipio,2020M08,2021M02,2021M08,2022M02,2022M08,2023M02,2023M08,2024M02
45098,Menasalbas,1,1,1,1,1,2,3,4
45099,Méntrida,6,6,9,12,13,17,15,13
45100,Mesegar de Tajo,0,0,0,0,0,0,0,0
45101,Miguel Esteban,1,1,1,3,6,7,9,9
45102,Mocejón,0,0,0,0,0,0,1,2
45103,Mohedas de la Jara,4,1,1,0,0,0,1,0
45104,Montearagón,0,0,0,0,0,0,0,0
45105,Montesclaros,0,0,0,0,1,0,0,0
45106,Mora,0,0,0,0,2,3,4,3
45107,Nambroca,4,4,3,1,1,3,2,2
45108,"Nava de Ricomalillo, La",0,0,1,0,1,0,0,0
45109,Navahermosa,6,5,6,5,8,10,8,9
45110,Navalcán,4,4,4,0,0,1,2,3
45111,Navalmoralejo,0,0,0,0,0,0,0,0
45112,"Navalmorales, Los",0,1,2,2,1,2,1,1
45113,"Navalucillos, Los",9,9,11,11,10,11,10,10
45114,Navamorcuende,9,6,7,6,6,6,3,3
45115,Noblejas,1,0,0,0,0,0,0,0
45116,Noez,2,1,0,0,0,1,2,2
45117,Nombela,4,4,4,4,2,2,0,0
45118,Novés,4,4,2,0,0,2,3,4
45119,Numancia de la Sagra,0,0,0,1,2,2,4,4
45120,Nuño Gómez,2,2,2,2,2,1,1,1
45121,Ocaña,13,12,11,13,10,9,9,11
45122,Olías del Rey,8,9,10,8,11,10,12,16
45123,Ontígola,1,1,1,1,2,2,0,0
45124,Orgaz,4,5,4,5,6,11,9,11
45125,Oropesa,5,5,2,3,4,6,4,5
45126,Otero,1,2,1,2,0,0,0,0
45127,Palomeque,3,2,2,2,2,2,1,1
45128,Pantoja,0,0,0,0,0,0,0,0
45129,Paredes de Escalona,1,0,0,0,0,0,0,0
45130,Parrillas,0,0,0,0,1,1,1,1
45131,Pelahustán,0,0,0,0,0,2,2,2
45132,Pepino,3,2,1,1,1,1,1,4
45133,Polán,4,5,4,5,3,2,3,4
45134,Portillo de Toledo,0,0,0,0,0,0,0,0
45135,"Puebla de Almoradiel, La",1,1,0,0,1,1,1,1
45136,"Puebla de Montalbán, La",8,8,8,7,7,13,12,9
45137,"Pueblanueva, La",1,1,1,2,3,3,3,2
45138,"Puente del Arzobispo, El",0,0,0,0,0,0,1,0
45139,Puerto de San Vicente,0,0,0,0,0,0,1,1
45140,Pulgar,2,2,3,2,2,2,3,3
45141,Quero,2,2,2,2,2,1,0,2
45142,Quintanar de la Orden,2,2,2,2,3,2,0,0
45143,Quismondo,1,1,1,0,0,0,0,1
45144,"Real de San Vicente, El",7,7,7,4,6,5,7,7
45145,Recas,3,2,3,3,3,3,3,4
45146,Retamoso de la Jara,0,0,0,0,0,0,0,0
45147,Rielves,0,0,0,0,0,1,0,0
45148,Robledo del Mazo,1,1,1,1,1,0,0,0
45149,"Romeral, El",1,1,1,2,1,4,4,3
45150,San Bartolomé de las Abiertas,3,3,3,6,4,5,5,5
45151,San Martín de Montalbán,1,2,2,2,2,2,3,3
45152,San Martín de Pusa,4,1,1,0,5,1,0,0
45153,San Pablo de los Montes,2,2,3,2,2,5,5,6
45154,San Román de los Montes,12,8,4,7,5,10,14,13
45155,Santa Ana de Pusa,0,0,0,0,0,0,0,0
45156,Santa Cruz de la Zarza,15,16,14,14,15,15,15,18
45157,Santa Cruz del Retamar,11,12,13,13,16,17,21,20
45158,Santa Olalla,2,1,1,2,2,1,2,2
45159,Sartajada,0,0,0,0,0,0,0,0
45160,Segurilla,4,4,4,4,2,3,3,3
45161,Seseña,31,15,17,18,22,27,20,23
45162,Sevilleja de la Jara,2,2,3,2,2,1,1,1
45163,Sonseca,6,7,5,6,10,5,3,4
45164,Sotillo de las Palomas,0,0,0,1,2,2,2,3
45165,Talavera de la Reina,35,32,27,27,28,34,43,53
45166,Tembleque,0,0,0,0,0,0,0,0
45167,"Toboso, El",5,10,9,8,9,9,10,9
45168,Toledo,531,486,485,492,535,550,605,672
45169,Torralba de Oropesa,4,3,3,0,0,0,0,0
45170,Torrecilla de la Jara,0,0,0,0,0,0,0,0
45171,"Torre de Esteban Hambrán, La",0,0,0,0,0,0,0,1
45172,Torrico,1,1,0,6,6,6,6,6
45173,Torrijos,2,1,2,1,2,2,4,5
45174,Totanés,3,3,4,4,4,6,5,6
45175,Turleque,0,0,0,0,0,0,0,0
45176,Ugena,0,0,1,1,0,2,1,2
45177,Urda,1,0,1,1,1,2,1,2
45179,Valdeverdeja,1,2,2,1,1,3,2,3
45180,Valmojado,0,1,1,1,1,1,1,1
45181,Velada,5,4,3,3,2,4,4,4
45182,"Ventas con Peña Aguilera, Las",7,7,7,7,5,7,5,7
45183,"Ventas de Retamosa, Las",8,8,5,5,5,3,3,3
45184,"Ventas de San Julián, Las",0,0,0,0,0,0,0,0
45185,Villacañas,3,4,3,3,5,6,7,6
45186,"Villa de Don Fadrique, La",4,4,4,4,4,4,0,4
45187,Villafranca de los Caballeros,1,0,0,0,2,3,4,4
45188,Villaluenga de la Sagra,6,4,4,3,3,2,1,1
45189,Villamiel de Toledo,2,1,3,4,3,3,3,4
45190,Villaminaya,0,0,0,0,0,0,0,0
45191,Villamuelas,0,0,1,1,1,1,1,1
45192,Villanueva de Alcardete,0,0,0,0,1,1,1,1
45193,Villanueva de Bogas,0,0,0,0,0,0,0,0
45194,Villarejo de Montalbán,0,0,0,0,0,0,0,0
45195,Villarrubia de Santiago,4,4,4,3,3,3,3,3
45196,Villaseca de la Sagra,2,2,2,2,1,1,1,1
45197,Villasequilla,0,0,0,0,1,1,1,1
45198,Villatobas,0,0,0,0,0,0,0,2
45199,"Viso de San Juan, El",8,8,8,10,7,7,7,6
45200,"Yébenes, Los",11,9,7,7,7,8,8,7
45201,Yeles,2,2,2,5,5,6,4,8
45202,Yepes,3,3,2,4,4,4,5,4
45203,Yuncler,6,5,1,1,2,1,2,2
45204,Yunclillos,2,1,2,2,4,3,2,2
45205,Yuncos,6,6,6,4,4,3,1,3
45901,Santo Domingo-Caudilla,1,1,1,1,0,0,0,1
46,Valencia/València,13348,11616,11581,10543,11530,11308,13355,14599
46001,Ademuz,1,1,1,2,2,2,3,2
46002,Ador,23,18,17,12,13,13,14,11
46003,Atzeneta d'Albaida,1,3,4,5,4,4,4,3
46004,Agullent,3,5,3,3,3,3,5,5
46005,Alaquàs,8,6,5,5,4,4,5,17
46006,Albaida,8,4,4,3,2,3,3,3
46007,Albal,3,4,5,4,4,4,2,6
46008,Albalat de la Ribera,0,0,0,1,1,2,1,1
46009,Albalat dels Sorells,9,8,9,11,5,3,3,3
46010,Albalat dels Tarongers,5,4,6,8,7,5,9,10
46011,Alberic,10,8,11,10,7,6,4,7
46012,Alborache,12,10,6,10,10,14,12,9
46013,Alboraia/Alboraya,297,269,257,250,242,239,291,282
46014,Albuixech,2,1,1,0,1,4,3,6
46015,Alcàsser,2,3,2,3,4,4,2,2
46016,Alcàntera de Xúquer,0,0,0,0,0,0,0,0
46017,Alzira,31,34,25,24,33,31,35,42
46018,Alcublas,0,0,0,1,1,1,1,1
46019,"Alcúdia, l'",1,1,1,0,1,1,0,0
46020,"Alcúdia de Crespins, l'",0,0,0,0,0,0,0,0
46021,Aldaia,2,1,1,2,4,6,8,17
46022,Alfafar,13,10,9,7,11,8,11,32
46023,Alfauir,0,0,0,0,0,0,0,0
46024,Alfara de la Baronia,1,1,1,1,1,1,5,1
46025,Alfara del Patriarca,3,2,3,3,1,1,2,3
46026,Alfarb,2,3,3,3,3,3,2,2
46027,Alfarrasí,1,1,0,0,0,0,1,1
46028,Algar de Palància,10,10,10,10,12,10,11,9
46029,Algemesí,4,5,5,7,7,8,14,16
46030,Algímia d'Alfara,2,2,2,2,2,2,3,3
46031,Alginet,5,5,8,8,5,5,6,7
46032,Almàssera,5,5,3,3,1,6,5,6
46033,Almiserà,3,3,4,4,2,3,3,4
46034,Almoines,7,6,7,4,3,3,1,4
46035,Almussafes,3,4,3,2,2,1,2,4
46036,Alpuente,18,14,16,16,17,19,23,26
46037,"Alqueria de la Comtessa, l'",0,0,0,0,0,0,2,1
46038,Andilla,5,5,3,4,4,4,5,3
46039,Anna,15,11,16,18,21,24,26,20
46040,Antella,3,0,0,0,1,1,0,0
46041,Aras de los Olmos,2,1,2,2,3,1,1,1
46042,Aielo de Malferit,3,2,2,2,2,4,2,2
46043,Aielo de Rugat,2,1,1,1,1,1,1,2
46044,Ayora,5,5,7,5,4,15,19,19
46045,Barxeta,15,14,13,13,12,12,13,13
46046,Barx,43,33,34,24,26,26,32,37
46047,Bèlgida,0,1,0,0,0,0,0,0
46048,Bellreguard,46,43,57,56,62,62,78,78
46049,Bellús,3,1,1,0,0,0,0,1
46050,Benagéber,0,0,0,0,0,0,0,0
46051,Benaguasil,9,7,7,7,10,9,12,9
46052,Benavites,1,2,1,1,2,2,3,2
46053,Beneixida,1,0,0,0,0,1,1,1
46054,Benetússer,12,14,7,9,8,9,8,17
46055,Beniarjó,6,6,8,10,10,10,11,7
46056,Beniatjar,1,1,0,0,0,0,0,0
46057,Benicolet,1,0,0,0,0,1,2,1
46058,Benifairó de les Valls,7,8,6,6,5,6,7,8
46059,Benifairó de la Valldigna,2,2,3,3,4,5,5,4
46060,Benifaió,4,3,3,4,4,4,3,4
46061,Beniflá,0,0,0,0,0,0,0,0
46062,Benigànim,11,10,10,4,4,6,4,3
46063,Benimodo,0,0,0,0,0,0,0,0
46064,Benimuslem,0,0,0,0,0,0,0,0
46065,Beniparrell,0,0,0,0,0,0,0,1
46066,Benirredrà,3,2,1,1,1,0,1,1
46067,Benissanó,0,0,0,0,1,2,2,2
46068,Benissoda,0,0,0,0,0,0,0,1
46069,Benissuera,0,0,0,0,0,0,0,0
46070,Bétera,26,27,29,23,29,26,33,47
46071,Bicorp,5,4,5,4,7,7,7,7
46072,Bocairent,27,25,24,26,40,33,36,35
46073,Bolbaite,4,5,4,5,7,7,8,7
46074,Bonrepòs i Mirambell,0,0,1,1,1,2,1,2
46075,Bufali,0,1,0,0,0,0,0,1
46076,Bugarra,2,2,1,1,1,1,1,3
46077,Buñol,8,6,7,6,11,8,5,8
46078,Burjassot,69,65,75,49,47,49,61,87
46079,Calles,4,5,5,4,3,5,5,6
46080,Camporrobles,3,0,0,0,0,0,1,0
46081,Canals,2,1,1,2,1,1,2,2
46082,Canet d'En Berenguer,161,159,150,147,174,183,276,282
46083,Carcaixent,11,9,11,10,7,8,10,20
46084,Càrcer,0,0,0,0,0,0,0,0
46085,Carlet,2,2,2,3,1,1,1,3
46086,Carrícola,0,1,1,1,0,1,1,1
46087,Casas Altas,3,2,3,3,3,2,2,4
46088,Casas Bajas,2,2,2,2,2,2,2,2
46089,Casinos,5,5,5,6,5,5,5,6
46090,Castelló de Rugat,1,3,1,0,1,1,1,2
46091,Castellonet de la Conquesta,2,2,2,2,3,2,2,2
46092,Castielfabib,14,11,13,11,13,10,10,10
46093,Catadau,5,4,3,4,3,9,9,12
46094,Catarroja,14,15,14,10,18,15,16,27
46095,Caudete de las Fuentes,3,3,3,3,1,1,2,3
46096,Cerdà,0,0,0,0,0,0,0,0
46097,Cofrentes,0,0,0,0,0,0,1,1
46098,Corbera,6,7,10,9,11,12,18,17
46099,Cortes de Pallás,1,1,1,1,1,1,1,2
46100,Cotes,0,0,0,0,0,0,1,1
46101,Quart de les Valls,2,3,3,2,3,2,2,2
46102,Quart de Poblet,8,5,8,7,9,9,12,13
46103,Quartell,3,4,4,4,4,4,6,6
46104,Quatretonda,1,1,1,1,1,1,1,1
46105,Cullera,709,641,664,620,721,651,881,809
46106,Chelva,7,6,9,9,7,9,12,11
46107,Chella,16,14,14,13,16,15,18,21
46108,Chera,4,4,3,3,2,2,2,2
46109,Cheste,16,12,10,12,11,13,15,17
46110,Xirivella,20,19,22,13,18,24,21,36
46111,Chiva,58,52,54,50,45,60,68,76
46112,Chulilla,57,49,48,44,49,55,61,67
46113,Daimús,111,93,98,85,83,83,91,91
46114,Domeño,1,0,0,0,0,0,0,1
46115,Dos Aguas,1,1,1,0,0,0,1,0
46116,"Eliana, l'",38,38,49,42,41,38,46,52
46117,Emperador,1,0,0,1,0,0,0,0
46118,Enguera,18,29,22,18,24,21,22,21
46119,"Énova, l'",0,0,0,0,0,0,0,0
46120,Estivella,7,7,6,6,8,11,9,11
46121,Estubeny,0,0,0,0,0,1,1,1
46122,Faura,12,11,11,10,8,4,4,4
46123,Favara,1,3,3,2,1,4,6,6
46124,Fontanars dels Alforins,2,2,0,0,0,0,1,4
46125,Fortaleny,1,1,2,2,2,3,3,3
46126,Foios,2,1,0,2,5,7,5,4
46127,"Font d'en Carròs, la",32,29,34,37,35,33,38,37
46128,"Font de la Figuera, la",0,0,0,0,0,0,2,2
46129,Fuenterrobles,0,0,0,0,0,0,2,1
46130,Gavarda,0,0,0,0,0,0,0,0
46131,Gandia,1102,945,1013,875,1081,991,1227,1365
46132,"Genovés, el",2,3,3,3,4,5,4,6
46133,Gestalgar,6,7,5,4,5,2,3,2
46134,Gilet,12,14,13,14,16,15,22,24
46135,Godella,38,39,34,29,20,20,22,38
46136,Godelleta,33,35,30,27,27,26,26,33
46137,"Granja de la Costera, la",1,1,1,0,0,0,0,0
46138,Guadasséquies,0,0,0,0,0,0,0,0
46139,Guadassuar,0,0,1,5,5,2,3,4
46140,Guardamar de la Safor,15,12,16,16,14,13,19,15
46141,Higueruelas,0,2,2,3,3,3,3,4
46142,Jalance,1,1,1,1,1,1,3,5
46143,Xeraco,211,112,184,136,192,165,161,169
46144,Jarafuel,2,2,1,3,4,2,2,2
46145,Xàtiva,63,57,51,52,61,64,76,87
46146,Xeresa,9,9,12,14,13,13,17,13
46147,Llíria,38,37,38,45,50,46,59,69
46148,Loriguilla,5,4,5,4,2,1,0,4
46149,Losa del Obispo,5,5,10,9,12,13,12,17
46150,Llutxent,5,4,3,4,5,5,3,7
46151,Llocnou d'En Fenollet,1,1,1,1,0,0,0,0
46152,Llocnou de la Corona,0,0,0,0,0,1,1,2
46153,Llocnou de Sant Jeroni,0,0,0,0,0,0,0,0
46154,Llanera de Ranes,1,1,1,1,3,4,4,3
46155,Llaurí,0,0,0,0,0,1,5,7
46156,Llombai,1,1,1,1,2,3,3,3
46157,"Llosa de Ranes, la",0,0,0,0,1,0,1,0
46158,Macastre,9,10,12,10,11,10,17,18
46159,Manises,19,18,16,18,20,15,20,34
46160,Manuel,1,1,1,0,0,0,0,0
46161,Marines,7,2,3,4,4,6,7,3
46162,Massalavés,1,0,0,0,0,0,0,0
46163,Massalfassar,5,3,3,2,3,3,2,2
46164,Massamagrell,24,22,28,26,29,20,27,31
46165,Massanassa,2,2,0,2,3,5,4,10
46166,Meliana,13,11,10,9,15,8,7,16
46167,Millares,0,0,0,0,0,0,0,0
46168,Miramar,68,54,56,48,57,48,78,73
46169,Mislata,56,44,42,30,34,35,41,85
46170,Moixent/Mogente,7,12,10,9,9,8,11,11
46171,Moncada,13,15,11,8,15,11,13,17
46172,Montserrat,30,22,22,21,31,32,34,37
46173,Montaverner,1,3,1,1,1,0,0,0
46174,Montesa,5,5,3,3,4,6,6,7
46175,Montitxelvo/Montichelvo,2,2,2,1,1,2,3,2
46176,Montroi/Montroy,14,13,15,14,14,14,20,25
46177,Museros,2,2,4,1,3,3,2,2
46178,Nàquera/Náquera,43,36,26,31,39,39,39,33
46179,Navarrés,12,12,10,14,16,19,19,25
46180,Novetlè,0,0,0,0,0,0,0,0
46181,Oliva,811,687,763,716,755,777,984,803
46182,Olocau,19,15,13,13,15,13,16,17
46183,"Olleria, l'",2,6,3,2,3,3,4,5
46184,Ontinyent,27,24,24,22,47,44,52,57
46185,Otos,0,0,1,1,0,0,0,1
46186,Paiporta,14,12,15,13,13,14,21,23
46187,Palma de Gandía,17,18,17,14,11,9,11,13
46188,Palmera,1,2,2,3,6,5,2,3
46189,"Palomar, el",1,1,0,0,0,0,0,1
46190,Paterna,78,80,76,64,76,88,95,138
46191,Pedralba,7,10,8,11,11,11,13,16
46192,Petrés,2,1,2,3,2,3,4,3
46193,Picanya,6,6,7,5,5,5,5,6
46194,Picassent,21,24,29,27,28,28,29,32
46195,Piles,89,62,61,62,82,77,87,82
46196,Pinet,2,2,2,2,1,0,1,2
46197,Polinyà de Xúquer,2,3,4,5,5,6,5,7
46198,Potries,3,2,3,3,5,6,6,9
46199,"Pobla de Farnals, la",94,83,87,80,100,92,116,114
46200,"Pobla del Duc, la",0,1,0,0,0,0,0,1
46201,Puebla de San Miguel,3,3,3,3,3,2,1,2
46202,"Pobla de Vallbona, la",32,29,37,25,30,33,33,38
46203,"Pobla Llarga, la",3,3,4,4,4,4,4,2
46204,"Puig de Santa Maria, el",71,62,55,52,65,68,90,84
46205,Puçol,49,48,56,51,62,61,66,63
46206,Quesa,2,2,3,3,4,3,3,4
46207,Rafelbunyol,5,3,2,3,2,3,3,3
46208,Rafelcofer,2,2,2,2,4,2,4,4
46209,Rafelguaraf,2,1,1,1,2,1,1,2
46210,Ráfol de Salem,1,1,1,0,0,0,0,0
46211,"Real de Gandia, el",16,16,14,13,14,14,14,13
46212,Real,2,2,2,2,1,1,3,3
46213,Requena,27,26,27,25,30,35,40,42
46214,Riba-roja de Túria,39,35,34,30,31,30,29,26
46215,Riola,0,0,0,1,0,0,0,1
46216,Rocafort,12,9,6,5,3,3,6,8
46217,Rotglà i Corberà,1,1,0,2,1,1,1,2
46218,Ròtova,4,3,3,2,1,1,1,1
46219,Rugat,0,1,0,0,0,0,0,0
46220,Sagunt/Sagunto,350,294,359,309,387,376,471,506
46221,Salem,3,1,2,2,2,1,2,3
46222,Sant Joanet,0,0,0,0,0,0,0,0
46223,Sedaví,10,10,9,8,8,9,4,10
46224,Segart,0,0,0,0,1,2,2,3
46225,Sellent,1,1,1,1,1,1,1,2
46226,Sempere,0,0,0,0,0,0,0,0
46227,Senyera,0,0,0,0,0,0,0,1
46228,Serra,15,7,12,8,16,15,19,18
46229,Siete Aguas,5,11,11,9,16,17,29,30
46230,Silla,5,4,4,3,6,8,7,14
46231,Simat de la Valldigna,12,9,11,8,11,7,11,9
46232,Sinarcas,0,0,0,0,0,0,1,2
46233,Sollana,2,2,3,2,1,5,5,7
46234,Sot de Chera,3,0,1,1,0,0,0,0
46235,Sueca,138,122,142,125,139,153,216,222
46236,Sumacàrcer,3,3,2,1,1,0,0,0
46237,Tavernes Blanques,6,7,5,2,4,3,4,5
46238,Tavernes de la Valldigna,115,97,98,72,78,77,110,105
46239,Teresa de Cofrentes,3,3,4,4,5,5,4,3
46240,Terrateig,2,0,0,0,0,0,2,0
46241,Titaguas,0,0,0,0,0,0,0,0
46242,Torrebaja,0,0,1,1,0,0,1,1
46243,Torrella,0,0,0,0,0,0,0,0
46244,Torrent,71,51,51,46,38,67,68,96
46245,Torres Torres,13,11,9,8,7,6,9,8
46246,Tous,1,1,1,2,2,1,1,1
46247,Tuéjar,3,2,2,2,2,2,2,2
46248,Turís,33,29,29,34,29,25,27,34
46249,Utiel,5,2,1,1,1,3,1,5
46250,València,6899,5973,5616,5125,5349,5245,5892,6769
46251,Vallada,2,8,3,2,1,2,3,4
46252,Vallanca,1,1,1,1,1,1,1,1
46253,Vallés,0,0,0,0,0,0,1,2
46254,Venta del Moro,3,3,2,1,1,4,8,15
46255,Vilallonga/Villalonga,16,17,14,16,15,17,17,22
46256,Vilamarxant,36,29,29,29,30,34,35,30
46257,Castelló,4,4,5,3,3,3,4,4
46258,Villar del Arzobispo,1,1,2,3,2,3,7,8
46259,Villargordo del Cabriel,0,0,0,0,1,0,0,0
46260,Vinalesa,1,1,1,1,0,0,0,0
46261,Yátova,3,4,5,6,6,4,5,5
46262,"Yesa, La",4,2,2,2,2,2,2,2
46263,Zarra,7,7,6,6,6,5,7,10
46902,Gátova,4,4,6,6,6,3,2,0
46903,San Antonio de Benagéber,10,10,7,11,14,12,15,14
46904,Benicull de Xúquer,3,3,3,3,3,1,3,3
47,Valladolid,443,432,458,449,462,505,507,611
47001,Adalia,0,0,0,0,0,0,0,0
47002,Aguasal,0,0,0,0,0,0,0,0
47003,Aguilar de Campos,1,0,1,1,1,0,0,0
47004,Alaejos,1,0,1,1,1,1,0,2
47005,Alcazarén,2,0,1,0,0,0,0,0
47006,Aldea de San Miguel,0,0,0,0,0,0,0,0
47007,Aldeamayor de San Martín,4,5,4,4,2,2,4,3
47008,Almenara de Adaja,0,0,0,0,0,0,0,0
47009,Amusquillo,0,0,0,0,0,0,0,0
47010,Arroyo de la Encomienda,6,10,9,9,10,11,8,10
47011,Ataquines,1,1,1,1,1,1,1,1
47012,Bahabón,0,0,0,0,0,1,1,1
47013,Barcial de la Loma,0,0,0,0,0,0,0,0
47014,Barruelo del Valle,0,0,0,0,0,0,0,0
47015,Becilla de Valderaduey,0,0,0,0,0,0,0,1
47016,Benafarces,0,0,0,0,0,0,0,0
47017,Bercero,0,0,0,0,0,0,0,0
47018,Berceruelo,0,0,0,0,0,0,0,0
47019,Berrueces,0,0,0,0,0,0,0,0
47020,Bobadilla del Campo,0,0,0,0,0,0,0,0
47021,Bocigas,1,1,2,1,1,1,1,1
47022,Bocos de Duero,0,0,0,0,0,0,0,0
47023,Boecillo,4,4,3,3,3,4,4,4
47024,Bolaños de Campos,1,1,1,1,1,1,1,1
47025,Brahojos de Medina,0,0,0,0,0,0,0,0
47026,Bustillo de Chaves,0,0,0,0,0,0,0,0
47027,Cabezón de Pisuerga,2,2,2,2,4,4,6,4
47028,Cabezón de Valderaduey,0,0,0,0,0,0,0,0
47029,Cabreros del Monte,0,0,0,0,1,2,2,2
47030,Campaspero,3,1,1,1,1,1,1,1
47031,"Campillo, El",1,2,1,1,1,1,1,1
47032,Camporredondo,0,0,0,0,0,0,0,0
47033,Canalejas de Peñafiel,3,3,2,3,3,3,3,3
47034,Canillas de Esgueva,0,0,0,0,0,0,0,0
47035,Carpio,0,0,0,0,0,0,0,0
47036,Casasola de Arión,0,0,0,0,0,0,0,0
47037,Castrejón de Trabancos,0,0,0,0,0,0,0,0
47038,Castrillo de Duero,0,0,0,0,0,0,0,0
47039,Castrillo-Tejeriego,0,0,0,0,0,0,0,0
47040,Castrobol,0,0,0,0,0,0,0,0
47041,Castrodeza,1,1,1,1,1,1,1,1
47042,Castromembibre,0,0,0,0,0,0,0,0
47043,Castromonte,1,1,1,1,1,1,1,1
47044,Castronuevo de Esgueva,0,0,0,0,0,0,0,0
47045,Castronuño,4,4,4,4,3,3,8,8
47046,Castroponce,0,0,0,0,0,0,0,0
47047,Castroverde de Cerrato,0,0,0,0,0,0,0,0
47048,Ceinos de Campos,0,0,0,0,0,0,0,0
47049,Cervillego de la Cruz,0,0,0,0,0,0,0,0
47050,Cigales,2,2,2,2,2,2,2,3
47051,Ciguñuela,0,0,0,0,1,1,1,1
47052,Cistérniga,0,0,0,0,1,1,1,3
47053,Cogeces de Íscar,1,1,2,2,2,1,1,1
47054,Cogeces del Monte,0,0,0,0,0,0,0,0
47055,Corcos,0,0,0,0,0,0,0,0
47056,Corrales de Duero,0,0,0,0,0,0,0,0
47057,Cubillas de Santa Marta,1,1,0,0,0,0,0,1
47058,Cuenca de Campos,0,0,0,0,0,0,0,0
47059,Curiel de Duero,6,5,5,5,6,6,6,6
47060,Encinas de Esgueva,0,0,0,0,0,0,0,0
47061,Esguevillas de Esgueva,0,0,0,0,0,0,0,0
47062,Fombellida,0,0,0,0,0,0,0,0
47063,Fompedraza,2,2,2,1,2,1,1,1
47064,Fontihoyuelo,0,0,0,0,0,0,0,0
47065,Fresno el Viejo,0,0,1,1,1,1,1,1
47066,Fuensaldaña,2,1,1,1,1,1,1,2
47067,Fuente el Sol,0,0,0,0,0,0,0,0
47068,Fuente-Olmedo,2,2,2,0,0,0,0,0
47069,Gallegos de Hornija,0,0,0,0,0,0,0,0
47070,Gatón de Campos,0,0,0,0,0,0,0,0
47071,Geria,1,2,2,2,2,2,2,2
47073,Herrín de Campos,0,0,0,0,0,0,0,0
47074,Hornillos de Eresma,4,4,3,3,3,3,2,1
47075,Íscar,0,0,0,0,0,0,0,0
47076,Laguna de Duero,4,4,4,3,3,3,3,4
47077,Langayo,0,0,0,0,0,0,0,0
47078,Lomoviejo,0,0,0,0,0,0,0,0
47079,Llano de Olmedo,0,0,0,0,0,0,0,0
47080,Manzanillo,0,0,0,0,0,0,0,0
47081,Marzales,0,0,0,0,0,0,0,0
47082,Matapozuelos,0,3,2,2,2,3,3,5
47083,Matilla de los Caños,0,0,0,0,0,0,0,0
47084,Mayorga,2,3,1,1,1,0,0,0
47085,Medina del Campo,4,5,8,11,12,15,20,18
47086,Medina de Rioseco,2,2,3,2,4,3,3,3
47087,Megeces,1,0,0,0,0,0,0,0
47088,Melgar de Abajo,0,0,0,0,0,0,0,0
47089,Melgar de Arriba,0,0,0,0,0,0,0,0
47090,Mojados,6,6,6,7,7,8,8,8
47091,Monasterio de Vega,0,0,0,0,0,0,0,0
47092,Montealegre de Campos,1,1,0,0,0,0,0,0
47093,Montemayor de Pililla,5,4,3,4,4,4,3,4
47094,Moral de la Reina,0,0,0,0,0,0,0,0
47095,Moraleja de las Panaderas,0,0,0,0,0,0,0,0
47096,Morales de Campos,0,0,0,0,0,0,0,0
47097,Mota del Marqués,0,0,0,0,0,0,0,0
47098,Mucientes,0,0,0,0,0,0,0,0
47099,"Mudarra, La",0,0,0,0,0,0,0,0
47100,Muriel,0,0,0,0,0,0,0,0
47101,Nava del Rey,1,0,0,1,1,1,2,2
47102,Nueva Villa de las Torres,0,0,0,0,0,0,1,1
47103,Olivares de Duero,0,0,0,0,0,0,1,1
47104,Olmedo,9,9,11,12,12,13,6,19
47105,Olmos de Esgueva,0,0,0,0,0,0,0,0
47106,Olmos de Peñafiel,2,2,2,2,2,2,2,2
47109,Palazuelo de Vedija,1,1,0,0,0,0,0,0
47110,"Parrilla, La",4,3,3,3,3,1,1,1
47111,"Pedraja de Portillo, La",0,0,0,0,0,1,1,1
47112,Pedrajas de San Esteban,1,1,1,1,1,1,1,2
47113,Pedrosa del Rey,0,0,0,0,0,0,1,1
47114,Peñafiel,12,13,11,13,17,16,20,19
47115,Peñaflor de Hornija,0,0,0,0,0,0,0,0
47116,Pesquera de Duero,3,3,3,3,0,0,1,1
47117,Piña de Esgueva,2,2,2,2,2,2,1,1
47118,Piñel de Abajo,0,0,0,0,0,0,0,0
47119,Piñel de Arriba,0,0,0,0,0,0,0,0
47121,Pollos,1,0,1,1,1,1,1,1
47122,Portillo,0,0,0,0,0,0,0,1
47123,Pozal de Gallinas,0,0,0,0,0,0,0,0
47124,Pozaldez,0,0,0,0,0,0,0,0
47125,Pozuelo de la Orden,0,0,0,0,0,0,0,0
47126,Puras,0,0,0,0,0,0,0,0
47127,Quintanilla de Arriba,0,0,0,0,0,0,0,1
47128,Quintanilla del Molar,0,0,0,0,0,0,0,0
47129,Quintanilla de Onésimo,1,1,1,1,0,1,1,1
47130,Quintanilla de Trigueros,0,0,0,0,0,0,0,0
47131,Rábano,0,0,0,0,0,1,1,1
47132,Ramiro,0,0,0,0,0,0,0,0
47133,Renedo de Esgueva,1,1,0,0,0,1,0,0
47134,Roales de Campos,0,0,0,0,0,0,0,0
47135,Robladillo,0,0,0,0,0,0,1,1
47137,Roturas,0,0,0,0,0,0,0,0
47138,Rubí de Bracamonte,0,0,0,0,0,0,0,0
47139,Rueda,1,1,3,3,4,5,6,8
47140,Saelices de Mayorga,0,0,0,0,0,0,0,0
47141,Salvador de Zapardiel,0,0,0,0,0,0,0,0
47142,San Cebrián de Mazote,0,0,0,0,0,0,0,0
47143,San Llorente,0,0,0,0,0,0,0,0
47144,San Martín de Valvení,0,0,0,0,0,0,0,0
47145,San Miguel del Arroyo,0,0,0,0,0,0,0,1
